V1,V6,V10,V12,V13,V14,V15,label
25,61.0,9,345.0,9,-1.0,0,0
21,2488.0,30,258.0,6,169.0,3,1
55,141.0,28,154.0,5,-1.0,0,0
60,5267.0,4,520.0,1,-1.0,0,1
58,11494.0,4,220.0,7,-1.0,0,0
50,4108.0,7,526.0,2,-1.0,0,1
57,53.0,29,539.0,2,-1.0,0,0
34,6013.0,18,612.0,1,-1.0,0,1
32,696.0,2,815.0,1,-1.0,0,1
66,1230.0,16,288.0,6,181.0,3,1
50,1811.0,8,97.0,4,-1.0,0,0
77,2590.0,13,212.0,3,277.0,12,1
39,11887.0,18,1181.0,2,-1.0,0,1
47,2749.0,30,774.0,2,164.0,1,1
34,0.0,25,52.0,3,-1.0,0,0
39,1222.0,23,451.0,4,-1.0,0,0
30,583.0,18,453.0,2,-1.0,0,0
40,874.0,14,75.0,1,-1.0,0,0
36,1313.0,20,8.0,10,-1.0,0,0
53,-725.0,27,1205.0,1,-1.0,0,1
31,1868.0,9,213.0,2,-1.0,0,0
30,-135.0,18,57.0,1,-1.0,0,0
30,863.0,16,1193.0,5,-1.0,0,1
36,62.0,13,398.0,2,-1.0,0,1
26,581.0,4,444.0,3,-1.0,0,0
38,207.0,19,76.0,2,-1.0,0,0
25,4280.0,8,148.0,2,-1.0,0,0
44,2367.0,22,263.0,1,184.0,6,1
71,653.0,26,367.0,1,-1.0,0,1
59,0.0,10,982.0,1,-1.0,0,1
45,10252.0,22,173.0,1,141.0,2,1
25,1868.0,26,259.0,1,103.0,2,1
49,5058.0,12,255.0,2,357.0,4,0
77,397.0,7,300.0,3,-1.0,0,1
46,475.0,23,158.0,2,-1.0,0,0
40,552.0,28,761.0,8,-1.0,0,0
84,4761.0,9,1405.0,1,92.0,3,1
42,681.0,18,203.0,1,-1.0,0,0
57,9367.0,11,981.0,1,90.0,6,1
57,126.0,4,166.0,2,-1.0,0,1
42,323.0,8,280.0,2,-1.0,0,0
47,834.0,21,902.0,1,133.0,2,1
32,1855.0,15,126.0,2,134.0,1,1
54,2102.0,5,547.0,1,626.0,2,1
50,341.0,20,670.0,4,340.0,2,1
33,224.0,23,342.0,2,107.0,2,1
81,1154.0,17,231.0,1,-1.0,0,1
45,1214.0,28,118.0,2,-1.0,0,0
45,-33.0,28,198.0,3,-1.0,0,0
48,3229.0,16,1089.0,1,-1.0,0,1
53,0.0,31,36.0,4,-1.0,0,0
60,182.0,9,182.0,2,95.0,11,0
46,294.0,17,228.0,1,-1.0,0,0
42,2772.0,2,244.0,1,-1.0,0,0
29,102.0,12,154.0,1,182.0,5,0
49,889.0,7,388.0,1,-1.0,0,1
33,1862.0,12,65.0,1,-1.0,0,0
35,431.0,17,343.0,2,397.0,1,1
34,355.0,20,51.0,3,-1.0,0,0
66,154.0,15,268.0,5,181.0,2,1
58,2946.0,14,467.0,1,-1.0,0,1
40,7968.0,2,596.0,1,-1.0,0,1
21,216.0,5,414.0,1,-1.0,0,1
52,1228.0,4,218.0,1,-1.0,0,1
55,1446.0,17,135.0,1,-1.0,0,0
54,117.0,3,165.0,3,-1.0,0,0
31,406.0,4,736.0,1,-1.0,0,1
36,-400.0,6,362.0,2,307.0,1,0
30,3286.0,9,743.0,1,-1.0,0,1
34,1.0,28,535.0,2,-1.0,0,1
37,2084.0,21,137.0,2,-1.0,0,0
49,5887.0,4,439.0,3,185.0,5,1
29,727.0,17,87.0,1,-1.0,0,0
43,30.0,30,379.0,17,-1.0,0,0
60,61.0,23,197.0,2,-1.0,0,0
37,5355.0,17,466.0,4,-1.0,0,1
36,3850.0,12,239.0,2,100.0,4,1
35,611.0,1,305.0,2,121.0,1,1
46,1437.0,12,49.0,1,-1.0,0,0
36,63.0,16,322.0,2,-1.0,0,0
54,3076.0,27,367.0,2,-1.0,0,1
56,12.0,20,282.0,2,135.0,1,0
44,20179.0,21,163.0,1,-1.0,0,0
33,1021.0,2,734.0,1,-1.0,0,0
34,365.0,9,85.0,2,-1.0,0,0
47,3940.0,5,226.0,3,97.0,2,1
46,349.0,15,295.0,2,616.0,1,1
41,372.0,11,117.0,1,-1.0,0,0
58,2270.0,20,24.0,4,-1.0,0,0
46,377.0,5,98.0,2,-1.0,0,0
29,3317.0,4,640.0,7,-1.0,0,1
45,474.0,2,190.0,4,264.0,4,0
41,7968.0,2,404.0,1,184.0,4,1
35,-640.0,5,78.0,6,-1.0,0,0
21,215.0,24,382.0,1,89.0,7,1
92,775.0,22,313.0,3,-1.0,0,1
51,872.0,8,82.0,2,-1.0,0,0
55,2038.0,9,394.0,1,-1.0,0,1
50,0.0,4,86.0,4,-1.0,0,0
35,-225.0,23,183.0,1,-1.0,0,0
33,498.0,12,338.0,2,104.0,1,1
43,2643.0,4,331.0,5,-1.0,0,1
32,1297.0,15,250.0,1,-1.0,0,0
31,2603.0,11,280.0,4,-1.0,0,1
67,1430.0,11,499.0,2,91.0,3,1
44,1059.0,18,2093.0,1,-1.0,0,1
40,0.0,11,473.0,1,-1.0,0,0
43,14144.0,21,504.0,1,-1.0,0,1
32,302.0,23,61.0,1,384.0,2,1
26,97.0,27,382.0,1,-1.0,0,0
56,249.0,29,791.0,2,-1.0,0,1
36,330.0,13,777.0,2,-1.0,0,0
29,-271.0,4,578.0,1,-1.0,0,1
41,803.0,9,592.0,4,316.0,3,1
34,1161.0,21,192.0,1,-1.0,0,0
38,27.0,3,404.0,4,-1.0,0,0
32,1167.0,16,668.0,3,147.0,1,0
33,152.0,25,202.0,2,365.0,2,1
33,2302.0,13,115.0,2,-1.0,0,0
60,2389.0,4,287.0,1,-1.0,0,0
51,0.0,31,574.0,2,-1.0,0,1
26,132.0,1,194.0,1,119.0,1,1
59,1.0,29,210.0,1,-1.0,0,1
41,965.0,22,336.0,10,-1.0,0,1
25,122.0,7,481.0,2,-1.0,0,1
40,251.0,30,153.0,6,-1.0,0,0
45,1293.0,20,164.0,1,-1.0,0,0
38,2543.0,10,223.0,1,414.0,4,1
43,348.0,15,88.0,3,-1.0,0,0
36,478.0,13,610.0,1,-1.0,0,1
31,0.0,29,157.0,2,-1.0,0,0
34,129.0,16,295.0,1,200.0,2,1
30,432.0,2,402.0,1,-1.0,0,1
56,1390.0,18,543.0,1,-1.0,0,1
30,1772.0,13,158.0,4,-1.0,0,0
50,37.0,5,307.0,4,-1.0,0,0
36,473.0,22,72.0,2,-1.0,0,0
31,28.0,8,101.0,1,-1.0,0,0
26,19.0,30,268.0,1,-1.0,0,0
42,360.0,24,110.0,5,-1.0,0,0
40,7441.0,31,1461.0,6,-1.0,0,1
26,12.0,14,563.0,1,181.0,10,1
28,1363.0,27,79.0,1,-1.0,0,1
35,470.0,25,743.0,13,-1.0,0,1
34,827.0,6,254.0,1,267.0,4,0
31,2016.0,30,209.0,1,-1.0,0,1
43,1648.0,17,80.0,1,-1.0,0,0
40,2338.0,16,717.0,2,-1.0,0,1
46,0.0,30,200.0,1,259.0,2,1
37,-196.0,7,207.0,1,-1.0,0,0
25,1747.0,24,903.0,1,-1.0,0,1
39,156.0,17,76.0,2,-1.0,0,0
49,5887.0,2,181.0,3,293.0,2,1
31,0.0,28,664.0,8,-1.0,0,1
34,251.0,24,15.0,3,-1.0,0,0
45,2.0,4,413.0,1,-1.0,0,0
32,46.0,14,485.0,2,-1.0,0,1
53,1794.0,17,557.0,1,-1.0,0,0
49,6493.0,17,180.0,1,-1.0,0,0
57,375.0,21,135.0,1,-1.0,0,1
28,913.0,27,580.0,2,-1.0,0,0
40,341.0,31,1142.0,5,-1.0,0,1
36,3158.0,3,144.0,2,-1.0,0,1
71,5584.0,21,534.0,3,-1.0,0,1
55,309.0,20,167.0,1,181.0,3,1
69,426.0,10,211.0,2,185.0,2,1
21,8278.0,29,445.0,1,-1.0,0,1
35,719.0,18,1359.0,3,368.0,3,1
28,60.0,6,161.0,1,337.0,1,0
60,10861.0,9,98.0,1,91.0,2,1
37,5447.0,17,1789.0,1,-1.0,0,1
44,121.0,10,412.0,1,-1.0,0,1
61,50.0,21,465.0,6,-1.0,0,0
32,360.0,19,164.0,2,-1.0,0,0
32,3387.0,15,1111.0,5,-1.0,0,1
57,887.0,20,43.0,8,-1.0,0,0
48,1405.0,14,629.0,2,-1.0,0,1
39,0.0,16,289.0,1,-1.0,0,0
35,297.0,29,251.0,3,265.0,4,0
59,2239.0,20,377.0,6,90.0,1,1
45,205.0,4,180.0,1,92.0,3,1
33,386.0,12,317.0,1,181.0,5,1
45,2353.0,5,182.0,1,107.0,2,1
65,1973.0,21,396.0,3,-1.0,0,1
36,16430.0,19,234.0,1,166.0,3,0
33,484.0,16,205.0,3,182.0,9,1
40,193.0,18,105.0,6,-1.0,0,0
32,550.0,19,337.0,1,-1.0,0,1
39,1108.0,21,204.0,1,-1.0,0,1
43,1630.0,29,153.0,3,-1.0,0,0
31,40.0,4,158.0,1,104.0,2,0
23,4.0,8,763.0,1,-1.0,0,1
33,303.0,3,355.0,1,301.0,5,1
47,780.0,20,447.0,2,-1.0,0,0
57,2887.0,11,123.0,1,-1.0,0,0
52,5275.0,22,1029.0,3,-1.0,0,0
49,229.0,8,219.0,2,-1.0,0,0
29,36252.0,30,501.0,1,-1.0,0,1
58,1166.0,12,493.0,1,-1.0,0,0
40,407.0,2,200.0,1,271.0,1,0
33,3655.0,19,183.0,20,-1.0,0,0
36,1352.0,19,2028.0,1,-1.0,0,1
25,895.0,3,167.0,1,-1.0,0,0
36,539.0,11,176.0,1,-1.0,0,0
49,85.0,14,590.0,5,359.0,1,1
34,69.0,3,263.0,3,251.0,3,1
52,2104.0,3,210.0,2,-1.0,0,1
29,64.0,14,444.0,2,366.0,3,0
28,4987.0,9,253.0,21,-1.0,0,1
49,-701.0,30,988.0,2,-1.0,0,1
52,0.0,20,166.0,1,-1.0,0,0
39,261.0,4,841.0,4,-1.0,0,1
46,70.0,27,229.0,2,-1.0,0,1
25,2.0,25,102.0,2,-1.0,0,0
32,2667.0,12,971.0,2,-1.0,0,1
44,0.0,19,319.0,1,-1.0,0,0
57,-37.0,5,173.0,1,-1.0,0,0
52,0.0,4,74.0,1,-1.0,0,0
46,6253.0,9,411.0,1,-1.0,0,0
25,2311.0,21,1105.0,2,-1.0,0,1
30,-94.0,14,41.0,2,-1.0,0,0
28,1287.0,26,65.0,1,-1.0,0,1
37,43.0,17,36.0,2,-1.0,0,0
33,55.0,30,526.0,2,87.0,3,1
36,531.0,17,187.0,2,-1.0,0,0
34,1464.0,28,207.0,3,130.0,5,1
58,853.0,7,317.0,3,-1.0,0,0
26,906.0,2,109.0,1,160.0,1,0
24,656.0,16,894.0,1,-1.0,0,1
52,31.0,10,135.0,1,-1.0,0,1
32,644.0,21,198.0,1,-1.0,0,0
36,7506.0,6,839.0,2,188.0,1,1
37,3068.0,20,370.0,2,195.0,1,1
35,2658.0,19,768.0,2,141.0,3,1
51,805.0,13,270.0,2,-1.0,0,0
43,5564.0,20,45.0,5,154.0,2,0
57,249.0,5,164.0,1,-1.0,0,0
54,10.0,18,195.0,4,-1.0,0,0
45,7895.0,4,872.0,1,-1.0,0,1
30,-298.0,10,174.0,1,-1.0,0,0
48,479.0,18,533.0,3,-1.0,0,0
31,1410.0,21,42.0,1,-1.0,0,0
33,256.0,21,151.0,2,-1.0,0,0
29,938.0,3,358.0,1,-1.0,0,1
31,18.0,8,82.0,2,-1.0,0,0
48,3287.0,20,242.0,2,307.0,1,0
28,59.0,3,330.0,3,190.0,6,0
23,897.0,8,190.0,2,280.0,8,1
49,1743.0,18,68.0,1,-1.0,0,0
35,394.0,23,154.0,1,-1.0,0,0
61,3371.0,28,299.0,2,-1.0,0,1
38,4539.0,16,387.0,1,-1.0,0,1
45,4170.0,20,114.0,3,-1.0,0,0
57,3043.0,14,707.0,2,-1.0,0,1
44,5102.0,23,205.0,1,-1.0,0,0
30,12569.0,18,87.0,1,-1.0,0,0
37,260.0,17,446.0,2,-1.0,0,0
48,362.0,13,529.0,1,-1.0,0,1
42,4216.0,12,186.0,2,-1.0,0,1
30,5561.0,27,195.0,1,100.0,1,1
33,5.0,17,1007.0,2,-1.0,0,1
62,3114.0,18,243.0,2,186.0,1,1
27,2329.0,27,131.0,1,-1.0,0,1
65,308.0,1,400.0,1,-1.0,0,1
30,3384.0,4,578.0,2,-1.0,0,1
31,509.0,23,183.0,1,-1.0,0,0
28,-511.0,2,82.0,1,-1.0,0,0
51,0.0,8,124.0,2,-1.0,0,1
34,1076.0,5,136.0,10,-1.0,0,1
28,69.0,30,532.0,2,-1.0,0,1
55,538.0,7,353.0,2,-1.0,0,1
36,4844.0,9,1137.0,3,-1.0,0,1
58,760.0,29,85.0,7,-1.0,0,0
29,560.0,5,459.0,1,307.0,1,1
49,-14.0,18,115.0,2,-1.0,0,0
58,3948.0,13,76.0,1,-1.0,0,0
31,410.0,20,112.0,2,-1.0,0,0
75,1341.0,18,415.0,7,-1.0,0,1
82,1419.0,26,139.0,1,-1.0,0,0
40,11.0,5,83.0,3,-1.0,0,0
33,1076.0,11,131.0,1,96.0,5,1
66,0.0,6,751.0,1,-1.0,0,1
53,1252.0,26,149.0,1,-1.0,0,0
66,3701.0,3,834.0,1,-1.0,0,1
31,449.0,28,174.0,1,-1.0,0,0
46,1085.0,15,523.0,2,353.0,58,1
58,119.0,12,985.0,1,-1.0,0,1
27,833.0,25,359.0,5,-1.0,0,0
39,1179.0,25,284.0,1,-1.0,0,1
47,124.0,29,14.0,15,-1.0,0,0
73,448.0,24,136.0,1,-1.0,0,1
40,642.0,18,147.0,3,-1.0,0,0
74,1413.0,25,385.0,2,-1.0,0,1
52,363.0,21,168.0,1,462.0,1,1
29,502.0,8,968.0,1,87.0,5,1
44,641.0,15,257.0,1,-1.0,0,0
41,795.0,2,147.0,1,-1.0,0,0
55,6205.0,6,233.0,2,-1.0,0,0
39,447.0,19,968.0,1,-1.0,0,0
59,11.0,20,318.0,2,-1.0,0,0
45,594.0,29,833.0,2,-1.0,0,1
38,0.0,17,547.0,2,-1.0,0,1
63,1612.0,17,233.0,2,-1.0,0,1
31,0.0,16,1056.0,2,-1.0,0,0
39,5853.0,21,210.0,2,-1.0,0,0
53,185.0,8,1448.0,2,-1.0,0,1
45,3354.0,29,746.0,1,-1.0,0,1
46,1106.0,9,14.0,13,-1.0,0,0
32,1644.0,7,492.0,3,102.0,5,1
28,-284.0,12,162.0,1,-1.0,0,0
41,431.0,22,133.0,1,107.0,2,1
35,2187.0,29,229.0,1,174.0,13,0
73,542.0,26,355.0,1,180.0,5,1
36,81.0,22,560.0,1,-1.0,0,1
39,158.0,6,354.0,2,-1.0,0,0
36,322.0,22,485.0,1,-1.0,0,0
48,5326.0,17,116.0,2,-1.0,0,0
54,0.0,16,101.0,6,-1.0,0,0
74,1765.0,11,290.0,2,-1.0,0,1
33,920.0,30,344.0,1,-1.0,0,1
36,1766.0,11,595.0,2,-1.0,0,1
60,851.0,18,112.0,2,-1.0,0,0
35,107.0,6,142.0,3,-1.0,0,0
55,1261.0,19,166.0,1,-1.0,0,0
33,1536.0,9,262.0,1,94.0,2,1
31,37.0,12,281.0,1,-1.0,0,0
31,2.0,12,703.0,4,-1.0,0,1
43,2113.0,29,33.0,2,-1.0,0,0
31,5191.0,20,187.0,2,-1.0,0,0
56,-1206.0,15,382.0,2,-1.0,0,1
47,182.0,10,39.0,1,-1.0,0,1
37,1.0,6,44.0,2,-1.0,0,0
26,814.0,28,1387.0,1,-1.0,0,1
27,2071.0,4,449.0,1,-1.0,0,1
49,1830.0,13,261.0,1,179.0,1,1
33,2780.0,19,485.0,1,-1.0,0,1
58,5810.0,12,139.0,1,-1.0,0,1
37,455.0,13,904.0,6,-1.0,0,1
80,8304.0,9,712.0,1,64.0,12,1
32,10281.0,22,400.0,1,-1.0,0,1
50,4.0,11,67.0,1,-1.0,0,0
58,499.0,29,181.0,1,-1.0,0,0
73,2308.0,30,163.0,2,-1.0,0,1
34,0.0,21,123.0,2,-1.0,0,0
21,2077.0,5,323.0,1,-1.0,0,1
57,8403.0,20,11.0,11,-1.0,0,0
46,0.0,5,109.0,1,-1.0,0,0
38,104.0,6,606.0,3,-1.0,0,1
28,118.0,15,376.0,3,368.0,1,0
28,0.0,14,17.0,24,-1.0,0,0
29,2904.0,27,33.0,1,-1.0,0,0
26,515.0,31,775.0,1,-1.0,0,1
52,-519.0,9,442.0,8,-1.0,0,1
25,490.0,6,246.0,3,-1.0,0,0
33,2411.0,23,130.0,1,161.0,1,1
43,95.0,18,296.0,1,-1.0,0,0
52,2709.0,9,48.0,7,-1.0,0,0
29,719.0,30,76.0,1,-1.0,0,0
47,231.0,8,88.0,2,-1.0,0,0
49,7443.0,19,293.0,5,211.0,2,1
43,2367.0,22,83.0,1,113.0,3,1
35,24.0,26,243.0,2,-1.0,0,0
55,139.0,22,256.0,2,-1.0,0,0
53,-1455.0,23,169.0,2,-1.0,0,0
34,-200.0,25,248.0,5,-1.0,0,0
31,757.0,3,343.0,2,-1.0,0,0
27,3733.0,13,299.0,6,-1.0,0,1
52,1308.0,29,361.0,1,-1.0,0,0
59,2443.0,20,8.0,8,-1.0,0,0
42,1261.0,10,272.0,1,-1.0,0,0
63,91.0,26,128.0,3,-1.0,0,1
36,3221.0,4,322.0,11,-1.0,0,1
46,1723.0,17,176.0,2,52.0,7,1
30,2544.0,8,108.0,2,-1.0,0,1
67,704.0,8,186.0,2,97.0,1,1
60,12980.0,5,115.0,1,-1.0,0,1
45,766.0,25,59.0,15,-1.0,0,0
31,203.0,19,177.0,1,-1.0,0,0
37,3574.0,19,178.0,1,170.0,2,0
51,-153.0,20,62.0,4,-1.0,0,0
29,3528.0,8,137.0,1,-1.0,0,1
46,3984.0,13,77.0,2,-1.0,0,0
36,9.0,7,473.0,2,-1.0,0,0
35,0.0,2,184.0,1,-1.0,0,0
50,4855.0,5,720.0,2,-1.0,0,1
27,-27.0,23,498.0,2,-1.0,0,1
27,451.0,16,652.0,1,-1.0,0,1
38,1711.0,20,379.0,3,202.0,1,1
55,92.0,7,118.0,3,-1.0,0,0
50,636.0,6,127.0,2,254.0,23,0
34,0.0,10,97.0,1,85.0,1,1
49,145.0,29,57.0,2,248.0,38,0
28,-123.0,23,690.0,1,-1.0,0,1
48,40.0,12,300.0,3,-1.0,0,0
56,1693.0,26,238.0,4,442.0,4,1
59,0.0,5,493.0,2,-1.0,0,1
54,6427.0,19,53.0,1,-1.0,0,0
36,629.0,29,109.0,1,246.0,1,0
58,2764.0,17,235.0,1,-1.0,0,0
40,264.0,14,222.0,2,-1.0,0,0
28,159.0,16,449.0,2,33.0,4,1
37,0.0,29,147.0,4,-1.0,0,0
25,2816.0,30,327.0,1,-1.0,0,1
45,-257.0,16,448.0,2,-1.0,0,0
38,70.0,27,255.0,3,148.0,1,1
41,1141.0,27,228.0,1,-1.0,0,0
42,43.0,14,735.0,8,-1.0,0,0
45,-63.0,20,847.0,5,-1.0,0,0
40,121.0,22,80.0,1,-1.0,0,0
37,0.0,3,426.0,1,-1.0,0,1
58,5505.0,23,317.0,4,-1.0,0,0
56,0.0,3,996.0,1,-1.0,0,1
40,8379.0,12,52.0,6,-1.0,0,0
59,116.0,11,268.0,1,183.0,7,1
29,1311.0,28,622.0,1,-1.0,0,1
42,-350.0,30,149.0,1,-1.0,0,0
49,377.0,22,158.0,1,59.0,2,0
32,3083.0,22,271.0,2,-1.0,0,0
26,1326.0,9,70.0,1,-1.0,0,0
60,262.0,18,393.0,4,-1.0,0,0
58,99.0,22,396.0,2,-1.0,0,1
42,527.0,22,181.0,1,185.0,1,1
38,70.0,27,164.0,4,92.0,4,1
41,427.0,14,177.0,2,-1.0,0,0
39,3.0,6,488.0,1,-1.0,0,1
34,520.0,12,1307.0,4,-1.0,0,1
29,0.0,20,204.0,3,-1.0,0,0
20,829.0,9,253.0,2,-1.0,0,1
28,751.0,22,598.0,5,-1.0,0,1
30,297.0,8,188.0,1,-1.0,0,1
59,10925.0,21,100.0,1,-1.0,0,1
48,649.0,19,136.0,2,-1.0,0,0
54,1895.0,17,345.0,1,-1.0,0,0
60,-14.0,20,121.0,3,-1.0,0,0
48,292.0,30,271.0,1,79.0,1,1
31,682.0,26,473.0,5,-1.0,0,0
36,4143.0,16,78.0,5,-1.0,0,0
58,3735.0,17,91.0,2,-1.0,0,0
43,1927.0,20,149.0,1,152.0,1,0
54,551.0,28,431.0,2,-1.0,0,0
45,2067.0,13,393.0,2,462.0,1,1
34,0.0,18,431.0,6,-1.0,0,0
40,113.0,4,126.0,1,-1.0,0,0
55,17.0,19,129.0,4,-1.0,0,0
57,5768.0,19,512.0,1,-1.0,0,1
45,71.0,26,138.0,2,-1.0,0,0
46,4343.0,20,185.0,1,-1.0,0,1
25,483.0,3,189.0,1,-1.0,0,1
33,-204.0,15,297.0,3,-1.0,0,0
40,79.0,15,570.0,1,135.0,1,1
71,0.0,26,771.0,1,171.0,1,1
34,783.0,8,281.0,1,-1.0,0,0
49,1403.0,3,124.0,2,180.0,2,0
34,29.0,15,285.0,5,-1.0,0,1
32,1.0,10,143.0,1,-1.0,0,0
40,0.0,28,496.0,2,182.0,11,1
29,908.0,20,1663.0,1,-1.0,0,1
43,481.0,20,196.0,2,-1.0,0,0
35,331.0,17,116.0,3,-1.0,0,0
53,453.0,17,148.0,2,-1.0,0,0
49,24.0,11,701.0,1,362.0,1,1
45,2040.0,2,803.0,1,-1.0,0,1
39,0.0,13,1006.0,2,-1.0,0,1
60,7929.0,1,111.0,1,-1.0,0,1
35,406.0,11,126.0,12,-1.0,0,0
49,1946.0,16,486.0,1,-1.0,0,1
59,351.0,27,1063.0,5,-1.0,0,1
35,102.0,20,1334.0,1,-1.0,0,1
32,56.0,2,275.0,1,258.0,1,0
33,3669.0,17,370.0,1,-1.0,0,0
48,50.0,21,419.0,1,-1.0,0,1
59,679.0,30,761.0,4,-1.0,0,1
25,3730.0,27,353.0,1,-1.0,0,1
29,2178.0,22,260.0,2,139.0,1,1
56,855.0,5,140.0,2,-1.0,0,0
44,2523.0,29,1236.0,2,-1.0,0,0
70,275.0,15,82.0,1,-1.0,0,1
42,151.0,5,227.0,3,-1.0,0,0
30,655.0,23,272.0,4,184.0,1,1
33,-416.0,16,767.0,2,-1.0,0,1
31,120.0,8,1000.0,1,-1.0,0,1
52,199.0,12,246.0,2,-1.0,0,0
58,7554.0,9,167.0,1,469.0,1,0
41,5037.0,23,252.0,9,185.0,5,1
27,377.0,19,645.0,2,-1.0,0,1
46,974.0,5,174.0,2,80.0,1,1
75,6027.0,16,1248.0,2,94.0,2,1
25,109.0,16,306.0,1,-1.0,0,0
28,0.0,3,210.0,1,-1.0,0,0
42,981.0,17,276.0,1,-1.0,0,0
54,-939.0,29,202.0,1,-1.0,0,0
40,700.0,21,88.0,6,-1.0,0,0
42,2959.0,2,711.0,1,342.0,1,1
42,1289.0,15,250.0,4,415.0,2,1
45,891.0,7,118.0,1,-1.0,0,1
68,2144.0,22,277.0,1,184.0,2,1
69,4572.0,27,185.0,2,92.0,3,0
42,279.0,23,673.0,1,-1.0,0,0
47,675.0,7,152.0,2,-1.0,0,0
36,-742.0,31,110.0,3,-1.0,0,0
40,-186.0,11,154.0,2,-1.0,0,0
47,1693.0,22,608.0,2,92.0,4,1
66,1948.0,28,216.0,1,91.0,4,1
44,1138.0,27,523.0,3,-1.0,0,1
41,30.0,23,1003.0,1,-1.0,0,0
34,187.0,12,379.0,2,-1.0,0,0
77,1780.0,23,221.0,2,183.0,3,1
32,944.0,13,231.0,2,362.0,1,0
56,186.0,2,108.0,4,-1.0,0,0
50,2284.0,31,1088.0,17,-1.0,0,1
54,446.0,3,133.0,4,102.0,4,0
44,0.0,28,264.0,5,-1.0,0,0
58,65.0,27,162.0,1,-1.0,0,0
41,542.0,11,64.0,2,347.0,1,0
60,0.0,22,1193.0,1,412.0,1,1
43,1707.0,6,369.0,3,504.0,5,1
36,812.0,2,138.0,2,-1.0,0,0
37,8828.0,12,1010.0,3,-1.0,0,1
29,4050.0,28,166.0,1,-1.0,0,0
37,6889.0,21,1221.0,1,-1.0,0,0
33,1021.0,3,361.0,3,-1.0,0,0
56,9367.0,4,617.0,2,-1.0,0,1
52,-104.0,10,124.0,1,-1.0,0,0
28,-504.0,14,578.0,1,-1.0,0,1
24,1.0,14,396.0,5,-1.0,0,1
35,1176.0,21,166.0,2,-1.0,0,0
46,699.0,30,970.0,1,87.0,1,1
46,640.0,6,246.0,1,55.0,5,1
36,2012.0,10,188.0,7,-1.0,0,0
47,600.0,19,290.0,15,-1.0,0,1
27,379.0,7,269.0,2,-1.0,0,0
34,50.0,2,173.0,1,258.0,2,0
35,-428.0,10,147.0,1,-1.0,0,0
23,145.0,4,1519.0,1,-1.0,0,0
27,317.0,15,1286.0,1,-1.0,0,0
47,1730.0,30,231.0,1,-1.0,0,1
55,22.0,8,215.0,1,-1.0,0,0
52,279.0,14,197.0,3,-1.0,0,0
34,3773.0,21,287.0,1,-1.0,0,0
42,2913.0,3,705.0,1,195.0,1,1
67,1443.0,8,245.0,1,-1.0,0,1
34,1011.0,1,253.0,1,-1.0,0,1
41,5110.0,13,231.0,1,-1.0,0,0
26,523.0,29,216.0,1,-1.0,0,0
57,256.0,5,304.0,2,91.0,1,1
48,2351.0,15,150.0,1,105.0,3,1
37,3913.0,27,124.0,1,-1.0,0,1
32,636.0,28,370.0,1,116.0,4,1
52,2488.0,13,176.0,2,-1.0,0,0
26,710.0,6,1276.0,2,-1.0,0,1
57,1509.0,18,509.0,1,-1.0,0,0
30,3405.0,29,276.0,2,-1.0,0,0
45,1723.0,1,166.0,2,-1.0,0,1
27,948.0,12,121.0,2,207.0,1,0
33,239.0,21,127.0,1,-1.0,0,0
34,4659.0,30,28.0,1,-1.0,0,0
29,213.0,6,2653.0,3,-1.0,0,1
48,0.0,15,964.0,2,-1.0,0,0
33,572.0,30,1296.0,2,-1.0,0,0
24,3298.0,28,227.0,1,-1.0,0,0
59,1047.0,21,438.0,1,184.0,3,1
32,409.0,9,217.0,2,-1.0,0,1
35,80.0,2,579.0,2,-1.0,0,0
55,16873.0,1,78.0,2,-1.0,0,0
54,0.0,12,77.0,4,341.0,2,0
47,3480.0,16,443.0,1,-1.0,0,1
42,-556.0,8,682.0,3,347.0,3,1
25,304.0,26,226.0,2,-1.0,0,1
48,74.0,6,315.0,1,-1.0,0,0
36,78.0,30,2692.0,9,-1.0,0,1
52,2227.0,24,242.0,2,-1.0,0,1
50,810.0,15,91.0,1,103.0,3,1
59,163.0,24,464.0,1,-1.0,0,0
59,957.0,8,301.0,1,89.0,2,1
31,6281.0,22,257.0,1,128.0,3,1
38,4366.0,29,188.0,2,-1.0,0,0
30,12857.0,6,150.0,1,-1.0,0,1
42,193.0,17,171.0,1,-1.0,0,0
51,196.0,17,88.0,1,-1.0,0,1
59,106.0,22,186.0,1,-1.0,0,1
47,15.0,12,181.0,4,-1.0,0,0
62,180.0,14,183.0,1,90.0,4,1
18,348.0,5,443.0,4,-1.0,0,1
27,1977.0,22,449.0,1,-1.0,0,1
56,0.0,29,83.0,2,-1.0,0,0
41,8491.0,18,929.0,1,-1.0,0,1
36,699.0,23,125.0,1,-1.0,0,0
31,397.0,13,134.0,1,350.0,7,0
49,0.0,1,1460.0,1,-1.0,0,1
53,10541.0,9,164.0,2,92.0,1,1
27,126.0,4,436.0,4,-1.0,0,0
23,531.0,15,509.0,3,345.0,9,0
52,7900.0,20,90.0,2,-1.0,0,0
78,229.0,22,97.0,1,-1.0,0,1
51,3962.0,2,267.0,1,-1.0,0,0
46,3547.0,20,395.0,6,-1.0,0,0
45,1441.0,18,93.0,1,113.0,2,0
36,148.0,15,1357.0,4,374.0,2,1
36,490.0,22,72.0,1,-1.0,0,0
50,2641.0,30,97.0,3,-1.0,0,0
