lineNo,assgNo,prevFixDur,firstfixDur,firstPassFixDur,nextFixDur,firstSaccLen,lastSaccLen,prevFixPos,landingPos,leavingPos,totalFixDur,meanFixDur,regressLen,regressDur,pupilDiamMax,pupilDiamLag,timePrtctg,titleNo,wordNo,label
3202.0,98.0,159.0,438.0,438.0,139.0,331.7699,81.8123,434.9023,120.0802,123.504,438.0,438.0,0.0,438.0,0.7796,0.7796,0.0308,2,1,1
5011.0,153.0,99.0,139.0,238.0,119.0,235.604,134.0233,233.0536,6.8007,97.751,238.0,119.0,0.0,238.0,0.1056,0.1056,0.0199,3,6,1
8602.0,273.0,139.0,139.0,139.0,159.0,164.351,181.5275,95.2943,113.7475,122.0256,179.0,179.0,0.0,0.0,0.1912,0.0242,0.0301,2,2,1
3037.0,93.0,20.0,199.0,199.0,239.0,83.1039,177.0664,123.9758,58.8727,70.9119,199.0,199.0,0.0,0.0,-0.1774,0.5216,0.0151,1,1,1
5192.0,157.0,159.0,179.0,179.0,338.0,179.0112,506.9795,174.2326,12.3491,7.1589,179.0,179.0,338.0,0.0,0.0233,0.1008,0.0184,4,6,1
4253.0,134.0,139.0,139.0,139.0,80.0,128.7808,383.4795,87.5557,54.8293,46.0027,139.0,139.0,0.0,0.0,0.126,0.2625,0.0072,7,4,0
7797.0,240.0,139.0,100.0,100.0,179.0,236.0095,432.6413,234.0534,2.0616,12.7475,100.0,100.0,0.0,0.0,0.1456,0.1201,0.0095,8,6,0
9963.0,306.0,99.0,179.0,179.0,179.0,173.518,162.0031,51.2445,126.6669,113.9265,99.0,99.0,278.0,2622.0,0.1975,0.246,0.0066,4,2,1
2519.0,78.0,179.0,379.0,379.0,279.0,480.7788,420.5048,510.1813,36.7491,28.7141,379.0,379.0,0.0,0.0,1.0685,1.0915,0.0096,8,2,1
10264.0,312.0,80.0,80.0,358.0,238.0,295.2601,104.6733,326.7185,33.2453,99.6858,358.0,119.3333,0.0,0.0,0.2118,0.2508,0.0517,7,1,1
1880.0,58.0,119.0,278.0,278.0,159.0,140.5436,83.2541,30.0,110.5283,110.6131,278.0,278.0,0.0,278.0,0.2394,0.2173,0.0422,1,3,1
6178.0,182.0,199.0,358.0,358.0,139.0,345.167,327.3912,423.7853,84.0773,42.7551,358.0,358.0,0.0,478.0,0.0526,0.1061,0.0444,3,1,1
6470.0,191.0,139.0,139.0,139.0,159.0,104.4629,168.2974,110.0591,39.7398,43.9118,139.0,139.0,0.0,0.0,-0.0501,0.6234,0.0298,10,1,0
1103.0,33.0,259.0,199.0,199.0,199.0,160.0195,175.5007,286.81,155.0129,157.0127,199.0,199.0,0.0,796.0,0.0079,0.1819,0.0261,2,1,1
8386.0,263.0,338.0,139.0,139.0,80.0,213.1789,264.3274,228.8755,1.4142,8.0623,139.0,139.0,0.0,0.0,0.1637,0.2797,0.0311,3,3,1
2022.0,65.0,139.0,119.0,199.0,119.0,644.3456,109.7144,651.7124,90.0,102.0992,199.0,99.5,0.0,0.0,0.0954,0.0969,0.0242,2,1,0
5716.0,169.0,80.0,80.0,80.0,179.0,502.5062,63.0734,512.001,6.5765,10.6888,80.0,80.0,398.0,518.0,0.0845,0.033,0.01,4,2,0
4626.0,143.0,179.0,119.0,119.0,239.0,75.738,621.6257,38.0,33.0,63.0099,119.0,119.0,0.0,0.0,0.0807,0.1682,0.0138,10,9,1
4828.0,148.0,199.0,139.0,139.0,199.0,164.5615,136.2736,84.4808,75.804,70.799,139.0,139.0,0.0,139.0,0.1606,0.1621,0.0079,9,3,1
6894.0,208.0,179.0,99.0,99.0,80.0,20.5183,219.1632,14.0,14.6373,23.5478,99.0,99.0,0.0,0.0,-0.0927,0.6353,0.0479,1,2,0
8514.0,269.0,139.0,219.0,219.0,219.0,151.7432,358.0,118.9496,36.3456,32.1442,219.0,219.0,418.0,0.0,0.1937,0.1622,0.049,2,4,0
5724.0,169.0,80.0,139.0,278.0,99.0,159.803,453.4358,93.0484,70.1231,22.5887,278.0,139.0,0.0,0.0,-0.0305,0.0875,0.0349,5,6,1
2256.0,72.0,139.0,20.0,20.0,279.0,176.638,661.376,256.7976,74.5201,75.1415,20.0,20.0,0.0,0.0,-0.5261,0.4364,0.003,3,6,0
8945.0,282.0,100.0,159.0,159.0,199.0,547.9891,248.8664,658.7481,112.7752,104.0637,159.0,159.0,0.0,0.0,0.0557,0.1757,0.0229,2,1,1
1469.0,44.0,139.0,219.0,318.0,139.0,147.7921,98.8863,196.367,53.3526,50.9902,139.0,139.0,0.0,1510.0,0.0586,0.1681,0.0093,5,1,0
2253.0,72.0,199.0,299.0,299.0,20.0,263.6001,58.4337,215.671,64.9788,79.2086,299.0,299.0,0.0,0.0,-0.1566,0.4364,0.0451,3,7,0
7498.0,229.0,298.0,179.0,179.0,119.0,395.5401,113.1106,344.9203,137.2334,162.1974,179.0,179.0,0.0,0.0,0.1847,0.0282,0.0257,10,2,0
1720.0,54.0,99.0,80.0,80.0,139.0,359.0198,58.6963,349.3666,96.9665,85.6344,80.0,80.0,0.0,80.0,0.1618,0.2758,0.0132,2,1,1
4330.0,135.0,179.0,199.0,199.0,179.0,142.5877,88.0057,93.1343,48.5103,53.0024,199.0,199.0,0.0,199.0,-0.0385,0.091,0.0123,4,6,1
3001.0,91.0,140.0,219.0,219.0,199.0,322.6647,106.0106,312.7459,93.5655,82.0244,438.0,438.0,0.0,0.0,1.4196,2.5361,0.0391,5,1,0
167.0,5.0,80.0,99.0,99.0,139.0,229.5441,310.5906,181.0249,47.6681,52.5952,99.0,99.0,0.0,0.0,0.136,0.1215,0.0088,9,5,0
7024.0,213.0,298.0,219.0,219.0,179.0,239.2995,70.8414,217.205,27.313,103.4758,338.0,169.0,0.0,0.0,0.0703,0.1428,0.0689,1,2,0
1620.0,49.0,139.0,239.0,239.0,199.0,553.9251,39.9625,538.0567,18.0347,33.3766,239.0,239.0,597.0,637.0,0.0936,0.6206,0.0654,2,3,0
1838.0,57.0,99.0,99.0,99.0,219.0,84.4423,635.4725,108.2081,54.3346,65.3491,159.0,159.0,518.0,615.0,0.1729,0.1308,0.0177,1,1,1
7162.0,219.0,139.0,80.0,418.0,238.0,181.7175,280.5303,113.9517,76.0345,24.8395,418.0,139.3333,0.0,0.0,0.0901,0.0886,0.0665,5,4,0
1629.0,50.0,179.0,199.0,199.0,159.0,104.4761,116.5011,125.3994,50.0,47.6681,199.0,199.0,0.0,0.0,0.0716,0.1031,0.0455,5,1,1
10339.0,315.0,99.0,139.0,139.0,139.0,144.2437,217.1848,161.4001,65.0308,66.3495,139.0,139.0,0.0,0.0,0.1268,0.3363,0.0185,6,1,1
3552.0,110.0,179.0,99.0,99.0,397.0,201.0622,505.6108,58.2151,143.0044,135.7663,99.0,99.0,0.0,0.0,0.38,0.439,0.0153,1,4,1
4044.0,130.0,139.0,199.0,199.0,179.0,108.2959,324.2052,60.4401,63.5079,68.4781,199.0,199.0,0.0,0.0,0.2446,0.3241,0.0183,6,4,0
6413.0,189.0,80.0,258.0,258.0,159.0,214.3648,198.7542,275.2344,83.8287,91.6652,438.0,219.0,0.0,438.0,0.199,0.4955,0.0792,3,1,0
3184.0,97.0,199.0,80.0,80.0,20.0,197.2777,575.3438,46.3249,148.9874,126.0258,80.0,80.0,0.0,0.0,0.3171,1.7931,0.0154,3,4,1
8803.0,278.0,139.0,139.0,139.0,258.0,271.8607,155.4638,211.0095,56.1093,65.2763,139.0,139.0,2107.0,0.0,0.1788,0.1788,0.0185,10,8,0
2991.0,91.0,199.0,239.0,239.0,299.0,173.6491,231.9925,200.04,29.6015,23.0217,319.0,319.0,0.0,319.0,0.6906,0.6906,0.0285,5,3,0
6989.0,212.0,80.0,99.0,298.0,99.0,69.9214,178.9839,104.9952,50.2195,60.6321,298.0,149.0,0.0,0.0,-0.0592,0.0343,0.0432,3,1,0
8821.0,279.0,159.0,179.0,179.0,139.0,684.4043,235.9158,781.7448,98.2357,110.5226,179.0,179.0,0.0,0.0,0.1288,0.1708,0.0222,3,1,0
7339.0,225.0,99.0,119.0,218.0,139.0,380.659,521.0002,379.4443,32.0156,40.3764,159.0,159.0,219.0,278.0,0.1803,0.1113,0.0159,4,1,0
3210.0,98.0,259.0,179.0,179.0,279.0,317.3704,249.6127,328.2986,13.5093,17.9513,179.0,179.0,637.0,179.0,-0.3204,-0.8904,0.0126,3,5,1
5157.0,156.0,238.0,159.0,298.0,199.0,229.5196,107.2287,141.7921,92.5338,60.531,298.0,149.0,0.0,0.0,0.1563,0.1563,0.0617,1,2,1
10865.0,335.0,258.0,159.0,159.0,119.0,58.3095,257.8536,26.8328,58.843,52.3546,159.0,159.0,0.0,0.0,0.2055,0.123,0.0671,1,4,0
1497.0,45.0,0.0,219.0,219.0,99.0,0.0,108.1665,0.0,90.5207,99.7359,219.0,219.0,258.0,994.0,0.1436,0.1741,0.0345,6,1,0
9502.0,293.0,179.0,99.0,318.0,80.0,86.9253,189.8848,135.8565,51.2445,52.5595,139.0,139.0,0.0,1668.0,0.0471,0.1086,0.0097,3,2,0
2295.0,73.0,179.0,140.0,140.0,20.0,124.5161,1187.5692,80.0062,49.5227,34.3402,140.0,140.0,60.0,0.0,-0.3453,-0.3948,0.0086,6,3,1
1215.0,37.0,159.0,139.0,139.0,99.0,72.8371,0.0,105.4751,83.8525,80.0391,179.0,179.0,0.0,139.0,0.1208,0.1208,0.0222,1,1,1
5232.0,158.0,219.0,179.0,179.0,159.0,212.5847,200.7648,180.4688,33.4701,37.1248,179.0,179.0,0.0,0.0,0.0863,0.1878,0.0318,2,5,1
6994.0,212.0,80.0,80.0,80.0,80.0,96.9665,180.7242,43.4166,81.8841,94.6375,80.0,80.0,0.0,99.0,-0.0682,0.2253,0.0116,5,2,0
8923.0,281.0,99.0,99.0,99.0,99.0,212.0312,157.0072,69.5845,141.6272,149.2716,99.0,99.0,0.0,0.0,0.1982,0.1737,0.0118,6,2,1
938.0,28.0,199.0,99.0,99.0,179.0,91.5014,251.0005,91.2634,94.5013,91.5014,99.0,99.0,0.0,99.0,0.0419,0.0039,0.0106,3,1,0
9143.0,287.0,139.0,219.0,219.0,258.0,410.8637,294.0017,512.0791,94.3398,98.5203,219.0,219.0,0.0,716.0,0.1342,0.1542,0.0224,3,1,0
4470.0,137.0,298.0,318.0,318.0,179.0,756.6033,151.7934,629.0389,135.1758,143.014,318.0,318.0,895.0,318.0,0.1272,0.1602,0.0397,2,5,1
3802.0,122.0,119.0,80.0,80.0,219.0,715.3143,110.8558,729.395,69.1466,53.782,80.0,80.0,219.0,0.0,0.0893,0.3958,0.0142,10,2,1
8897.0,280.0,258.0,139.0,139.0,139.0,120.0521,826.4581,91.2688,33.738,49.3584,139.0,139.0,3717.0,139.0,0.1327,0.1327,0.0177,10,6,0
10679.0,328.0,80.0,219.0,299.0,258.0,380.2821,159.3895,470.1117,90.5345,42.0,299.0,149.5,0.0,0.0,0.2647,0.2647,0.0297,9,1,1
5722.0,169.0,219.0,199.0,199.0,80.0,76.6632,269.6702,45.8803,41.003,49.328,199.0,199.0,0.0,0.0,0.022,0.0815,0.025,5,2,1
7465.0,227.0,99.0,99.0,99.0,258.0,137.4627,203.5301,45.0,84.5281,105.1867,99.0,99.0,0.0,239.0,0.0327,0.0417,0.0094,8,3,0
2355.0,74.0,279.0,538.0,538.0,319.0,157.0963,118.9222,111.1575,49.5202,31.293,538.0,538.0,0.0,0.0,0.0597,0.0737,0.0456,6,2,1
7519.0,229.0,139.0,139.0,139.0,119.0,150.9205,262.7818,69.3758,80.7248,91.5014,676.0,225.3333,0.0,1491.0,0.1432,0.1432,0.0972,1,5,0
3891.0,125.0,139.0,139.0,139.0,119.0,236.3477,353.0598,95.901,138.0009,118.273,139.0,139.0,0.0,339.0,0.2923,0.2953,0.0218,1,2,0
3053.0,93.0,160.0,279.0,279.0,279.0,94.4696,170.8106,48.0104,52.5024,50.6952,279.0,279.0,2091.0,219.0,0.8061,0.7736,0.0211,3,4,0
8274.0,258.0,80.0,139.0,139.0,119.0,206.8586,89.0688,250.05,67.6849,53.782,139.0,139.0,0.0,0.0,0.2114,0.0459,0.0227,8,1,1
5294.0,159.0,159.0,278.0,278.0,199.0,73.3757,63.7122,265.8138,195.9451,177.1278,278.0,278.0,477.0,377.0,0.0798,0.1393,0.0203,7,5,0
2639.0,79.0,20.0,199.0,199.0,319.0,67.5074,556.234,47.0106,80.5761,70.6576,199.0,199.0,1016.0,239.0,0.156,-0.5825,0.0211,4,5,0
236.0,7.0,298.0,298.0,298.0,238.0,116.9027,135.4289,49.0918,104.433,92.4392,298.0,298.0,377.0,219.0,0.0854,0.0854,0.0533,2,2,0
8636.0,274.0,139.0,99.0,99.0,80.0,147.147,630.89,193.9407,56.932,65.9488,99.0,99.0,0.0,0.0,0.0863,0.0663,0.0215,7,1,1
1477.0,44.0,179.0,278.0,278.0,179.0,67.5,132.1855,82.6801,53.8934,60.075,139.0,139.0,1710.0,1946.0,0.1681,0.2366,0.0093,4,1,1
7076.0,215.0,99.0,139.0,139.0,80.0,178.6967,165.9827,215.5574,45.2604,51.0416,139.0,139.0,0.0,139.0,0.1968,0.1708,0.0251,3,5,1
2289.0,73.0,339.0,20.0,20.0,239.0,126.321,80.8486,102.7716,26.8328,90.667,239.0,239.0,6098.0,259.0,-0.2448,-0.3453,0.0148,5,3,1
3320.0,101.0,99.0,99.0,99.0,99.0,203.6989,202.5883,191.157,22.3886,22.0057,99.0,99.0,0.0,0.0,0.2865,0.5545,0.0255,2,3,0
2732.0,83.0,319.0,20.0,20.0,140.0,152.6106,121.2456,169.5406,40.0281,38.2753,20.0,20.0,160.0,0.0,0.19,0.4335,0.002,5,6,1
1623.0,49.0,139.0,239.0,239.0,199.0,133.7881,164.4536,80.6226,50.5964,49.0408,199.0,199.0,597.0,637.0,0.1091,0.6206,0.0544,2,3,0
6719.0,200.0,119.0,80.0,80.0,119.0,239.669,351.4616,174.2871,70.214,66.4831,80.0,80.0,676.0,80.0,-0.0024,-0.0024,0.0177,10,3,0
4570.0,142.0,179.0,119.0,218.0,99.0,621.8637,246.1549,725.7617,99.0316,40.5771,218.0,109.0,0.0,0.0,-0.0998,0.0552,0.0157,5,1,1
2016.0,64.0,139.0,159.0,159.0,99.0,125.073,72.5207,197.0913,76.4281,66.8169,159.0,159.0,0.0,159.0,0.3014,0.3014,0.051,6,1,1
6618.0,197.0,99.0,119.0,119.0,80.0,157.0796,171.7942,81.0555,74.6358,72.5844,119.0,119.0,179.0,0.0,0.1155,0.1191,0.0223,7,2,0
4082.0,131.0,258.0,298.0,298.0,139.0,104.2017,223.1098,85.703,99.4585,102.9393,298.0,298.0,0.0,298.0,0.1916,0.2041,0.06,2,1,1
5299.0,159.0,99.0,80.0,160.0,119.0,715.4658,349.2825,799.316,88.6411,48.0234,160.0,80.0,377.0,0.0,0.1238,0.1393,0.0117,8,1,1
1541.0,46.0,80.0,219.0,219.0,99.0,497.0362,99.7296,500.6046,57.5348,52.5595,219.0,219.0,714.0,0.0,0.1411,0.5936,0.0563,1,2,0
6657.0,198.0,99.0,239.0,239.0,99.0,238.0005,505.004,225.6103,44.1192,26.8002,239.0,239.0,0.0,219.0,0.1145,0.1736,0.0573,1,1,0
4329.0,135.0,238.0,119.0,298.0,199.0,252.6267,142.5877,121.2642,132.1003,45.1774,298.0,149.0,0.0,298.0,0.0335,0.091,0.0184,4,5,1
1335.0,42.0,239.0,159.0,358.0,139.0,172.529,420.8622,173.4878,18.2003,69.5,358.0,179.0,0.0,358.0,0.0462,0.0767,0.0382,1,3,1
3866.0,124.0,99.0,139.0,139.0,338.0,454.303,138.9541,489.5222,45.853,43.6578,139.0,139.0,0.0,0.0,0.4138,0.1163,0.0185,10,1,1
8551.0,271.0,139.0,159.0,159.0,119.0,187.5613,100.9022,105.9906,84.9264,87.5171,159.0,159.0,0.0,0.0,0.0587,0.1212,0.0282,1,2,0
4317.0,135.0,119.0,99.0,357.0,139.0,223.7856,114.5044,329.12,107.4209,91.0055,99.0,99.0,1870.0,456.0,0.01,0.002,0.0061,6,1,1
486.0,15.0,179.0,219.0,219.0,239.0,194.2453,180.2006,140.8013,55.5563,36.1836,219.0,219.0,0.0,0.0,0.0073,0.1383,0.0232,2,3,1
6737.0,202.0,139.0,80.0,80.0,119.0,431.196,257.5587,316.9385,127.3892,110.7305,80.0,80.0,0.0,80.0,0.0359,0.4174,0.0253,1,4,1
4281.0,135.0,199.0,80.0,80.0,199.0,965.5374,106.0389,1007.8001,34.9178,31.8159,80.0,80.0,99.0,0.0,0.068,0.211,0.0049,8,2,0
6052.0,179.0,139.0,179.0,179.0,318.0,125.004,449.3,86.0233,51.1297,58.0086,179.0,179.0,0.0,0.0,-0.0409,0.0071,0.0192,4,5,0
4134.0,133.0,179.0,338.0,338.0,278.0,753.9504,181.1146,836.2446,106.265,76.6045,338.0,338.0,0.0,0.0,-0.005,0.1385,0.0242,6,1,1
6549.0,194.0,99.0,139.0,139.0,298.0,430.0012,224.5802,374.0856,60.7063,74.3942,139.0,139.0,0.0,278.0,0.2781,0.2165,0.0141,10,5,0
8174.0,255.0,119.0,99.0,278.0,99.0,373.9923,232.1379,462.3127,88.6848,32.0624,278.0,139.0,0.0,0.0,0.2354,0.2699,0.0338,10,1,0
10674.0,328.0,119.0,99.0,99.0,239.0,240.5047,145.3487,66.3702,169.6887,177.7449,99.0,99.0,0.0,0.0,0.1377,0.2647,0.0098,7,2,1
5449.0,164.0,239.0,238.0,238.0,179.0,333.0323,95.2575,408.9315,85.3288,81.5,238.0,238.0,0.0,0.0,0.1787,0.1787,0.0203,3,1,1
8868.0,280.0,238.0,100.0,100.0,179.0,382.0393,61.5995,423.7853,34.7635,31.9766,100.0,100.0,318.0,139.0,0.1162,0.1987,0.0127,3,2,1
4416.0,136.0,139.0,199.0,199.0,179.0,107.5291,96.7497,35.7351,84.9264,81.6854,119.0,119.0,0.0,0.0,0.2142,0.1977,0.0045,1,6,0
2454.0,77.0,0.0,20.0,20.0,199.0,144.5554,119.3786,64.2573,87.9275,79.6304,518.0,518.0,0.0,0.0,-1.132,-0.8475,0.0457,4,2,1
3741.0,118.0,199.0,119.0,199.0,99.0,170.0007,203.0025,143.2829,40.0281,24.5459,199.0,99.5,0.0,0.0,0.0313,0.4338,0.0618,6,3,0
4179.0,133.0,99.0,179.0,179.0,219.0,358.9596,233.2349,268.9907,97.0168,99.985,179.0,179.0,0.0,0.0,0.2085,0.204,0.0128,8,2,1
3206.0,98.0,438.0,139.0,139.0,279.0,303.4967,194.1604,381.0354,82.9608,60.1041,399.0,399.0,1076.0,538.0,0.3036,0.3036,0.0281,2,2,1
8207.0,256.0,119.0,139.0,139.0,179.0,313.8889,195.6253,272.1176,56.9956,48.8697,139.0,139.0,0.0,0.0,0.3329,0.2719,0.0119,2,4,1
9471.0,293.0,139.0,179.0,179.0,159.0,476.2379,290.4587,526.3706,53.8934,38.2099,179.0,179.0,854.0,0.0,0.2501,0.3266,0.0124,10,3,1
3743.0,118.0,99.0,99.0,99.0,259.0,100.1062,62.7873,164.8423,75.5993,71.5,99.0,99.0,0.0,0.0,0.2188,0.4338,0.0308,8,1,1
1483.0,44.0,99.0,179.0,318.0,278.0,222.2639,124.8779,261.2929,48.2105,56.7186,259.0,259.0,4592.0,1494.0,0.2366,0.1906,0.0174,7,1,1
1028.0,31.0,159.0,159.0,159.0,238.0,142.8504,373.1729,213.1385,72.3136,80.1639,119.0,119.0,0.0,119.0,0.1254,0.1254,0.0102,1,4,0
752.0,22.0,258.0,199.0,358.0,100.0,507.2297,222.7431,552.7106,52.1967,56.2228,100.0,100.0,0.0,558.0,0.1391,1.4366,0.006,9,2,0
7090.0,215.0,159.0,80.0,80.0,139.0,869.9118,110.8896,915.9525,45.5686,56.2694,80.0,80.0,0.0,0.0,0.2463,0.4063,0.0144,9,1,1
4555.0,142.0,139.0,219.0,219.0,99.0,95.1223,147.2175,96.0469,84.7172,83.0015,219.0,219.0,0.0,0.0,-0.0068,0.1347,0.0157,2,1,0
6694.0,200.0,99.0,80.0,80.0,139.0,505.1309,540.389,452.0398,47.8174,43.3417,80.0,80.0,0.0,0.0,0.0645,0.0165,0.0177,2,6,1
5526.0,165.0,259.0,278.0,278.0,119.0,122.1239,105.9292,153.8083,34.6591,33.9779,278.0,278.0,0.0,0.0,0.0445,0.0585,0.029,6,1,1
9684.0,298.0,99.0,119.0,119.0,238.0,300.1666,288.0156,246.0732,56.6326,51.1786,119.0,119.0,0.0,0.0,0.1541,0.4446,0.0176,4,3,0
8925.0,281.0,99.0,139.0,139.0,99.0,184.1854,334.5688,133.2254,62.8371,84.2882,139.0,139.0,0.0,0.0,0.1837,0.1327,0.0165,8,3,1
1717.0,53.0,119.0,298.0,298.0,0.0,262.8217,0.0,310.6541,52.5595,57.0022,298.0,298.0,0.0,0.0,0.4183,0.4183,0.1326,4,1,1
10269.0,312.0,80.0,100.0,438.0,99.0,139.5726,188.6379,95.2103,58.1055,67.3146,438.0,146.0,0.0,438.0,0.2508,0.3023,0.0633,9,2,1
3900.0,125.0,119.0,139.0,258.0,139.0,305.6796,434.7419,387.9188,80.0156,61.5183,258.0,129.0,0.0,258.0,0.2953,0.1563,0.0404,4,1,1
7496.0,229.0,80.0,159.0,159.0,298.0,122.084,307.1042,147.187,63.502,49.7318,159.0,159.0,0.0,0.0,0.3057,0.0647,0.0229,10,1,0
51.0,2.0,258.0,258.0,258.0,219.0,225.0028,26.0048,221.7205,21.1896,33.8895,258.0,258.0,0.0,0.0,0.0935,0.0985,0.0241,4,3,0
3777.0,120.0,139.0,179.0,179.0,139.0,47.3207,111.1227,86.3713,71.1758,62.0081,179.0,179.0,0.0,0.0,0.1228,0.3023,0.0563,8,1,1
6766.0,203.0,99.0,159.0,159.0,99.0,168.5141,362.1995,224.8644,54.037,44.0596,159.0,159.0,99.0,0.0,0.0984,0.0909,0.0163,3,5,1
5899.0,175.0,179.0,119.0,258.0,159.0,407.2386,167.5478,489.7193,79.4292,49.7393,258.0,129.0,0.0,0.0,0.054,0.121,0.0427,5,1,1
4409.0,136.0,179.0,159.0,159.0,238.0,127.3862,149.5836,45.3982,77.3175,92.3052,159.0,159.0,0.0,0.0,0.3262,0.2142,0.006,10,5,0
9668.0,298.0,80.0,179.0,179.0,100.0,327.5462,648.0031,195.4329,133.3389,126.5158,179.0,179.0,0.0,0.0,0.1061,0.2531,0.0265,1,6,1
1862.0,58.0,179.0,139.0,139.0,159.0,129.4025,164.6853,56.5685,84.5281,89.5056,139.0,139.0,357.0,99.0,0.2228,0.4189,0.0211,7,2,1
4950.0,150.0,298.0,119.0,278.0,219.0,440.3479,0.0,489.7193,77.4661,67.1361,179.0,179.0,0.0,0.0,0.4681,0.4681,0.0161,8,1,1
10067.0,308.0,0.0,119.0,258.0,179.0,0.0,179.7255,0.0,58.0539,57.4913,258.0,129.0,0.0,258.0,-0.1138,0.0942,0.0276,1,1,1
7483.0,228.0,139.0,99.0,99.0,99.0,141.1497,191.0059,46.3249,100.8067,100.1062,99.0,99.0,0.0,0.0,0.1667,0.0647,0.0453,1,2,1
9771.0,301.0,199.0,80.0,80.0,219.0,201.7176,371.066,164.195,34.0037,52.2398,80.0,80.0,0.0,0.0,0.1285,0.279,0.0092,4,3,0
10924.0,336.0,219.0,119.0,278.0,139.0,27.8568,69.029,111.3643,84.8528,71.9809,278.0,139.0,0.0,278.0,0.283,0.473,0.0237,9,3,1
2097.0,66.0,139.0,239.0,239.0,99.0,196.5204,50.324,218.0734,62.8431,63.673,80.0,80.0,299.0,279.0,0.1494,0.1649,0.008,1,1,0
1870.0,58.0,159.0,179.0,179.0,80.0,233.0649,239.0612,164.3472,69.2604,74.1839,179.0,179.0,0.0,0.0,0.2624,0.2394,0.0272,10,3,1
3826.0,122.0,139.0,80.0,160.0,139.0,182.6034,166.527,108.2266,74.0608,68.4726,160.0,80.0,0.0,0.0,0.2428,0.1218,0.0284,2,2,0
6855.0,206.0,139.0,99.0,258.0,99.0,136.5147,283.8045,184.4587,63.8318,72.0278,258.0,129.0,0.0,258.0,0.1279,0.2544,0.1119,1,1,1
2850.0,86.0,239.0,179.0,179.0,179.0,158.5788,343.1268,135.4843,33.444,58.9406,179.0,179.0,0.0,0.0,1.5822,3.0962,0.0203,9,6,0
10404.0,317.0,219.0,159.0,278.0,139.0,96.6863,125.865,118.2074,22.5499,17.2192,278.0,139.0,0.0,556.0,0.1432,0.6747,0.0457,10,5,0
3840.0,123.0,99.0,199.0,199.0,219.0,181.8193,181.2078,173.7613,33.6823,46.0353,199.0,199.0,0.0,0.0,0.2338,0.2128,0.0441,4,4,0
3957.0,127.0,139.0,159.0,159.0,159.0,112.8683,101.0272,23.0868,90.7483,93.5,159.0,159.0,0.0,0.0,0.2141,0.4466,0.0211,7,4,0
9076.0,285.0,159.0,179.0,179.0,99.0,442.0775,214.6491,419.8393,35.3306,22.6108,179.0,179.0,0.0,0.0,0.2247,0.2822,0.0302,7,5,1
6984.0,212.0,80.0,119.0,119.0,80.0,121.6553,121.0372,60.8769,71.5891,93.8416,358.0,179.0,0.0,358.0,0.4368,0.4718,0.0519,1,6,1
1236.0,38.0,99.0,80.0,80.0,139.0,64.9327,95.5955,55.7853,2.9155,16.0,80.0,80.0,0.0,0.0,0.0418,0.3878,0.0123,7,2,1
8849.0,279.0,99.0,80.0,160.0,119.0,235.0899,1414.8835,164.0122,79.5566,1214.7705,160.0,80.0,0.0,0.0,0.0708,0.1308,0.0199,9,3,1
1953.0,61.0,239.0,119.0,218.0,139.0,535.3001,154.7966,710.2591,183.183,86.1757,218.0,109.0,0.0,0.0,0.0969,0.1259,0.0175,7,2,1
5176.0,157.0,437.0,179.0,179.0,159.0,230.5195,288.3834,192.0521,49.93,39.3001,179.0,179.0,0.0,0.0,0.1903,0.1903,0.0184,1,3,1
10526.0,321.0,99.0,258.0,357.0,99.0,152.1907,91.1071,57.9396,102.1567,121.1827,119.0,119.0,0.0,119.0,-0.0343,-0.0083,0.0119,1,2,0
9806.0,302.0,139.0,159.0,258.0,179.0,160.1811,317.0319,271.448,120.1041,67.9724,258.0,129.0,0.0,0.0,0.122,0.258,0.0521,5,1,1
2275.0,73.0,319.0,120.0,120.0,299.0,64.438,55.3828,71.5052,40.5247,43.6835,120.0,120.0,658.0,359.0,1.2322,2.1322,0.0074,2,4,0
4065.0,130.0,258.0,139.0,139.0,179.0,203.3624,236.1573,143.4015,58.0539,56.4845,139.0,139.0,0.0,0.0,0.1646,0.4321,0.0128,5,2,1
944.0,29.0,179.0,219.0,219.0,199.0,884.5575,52.9009,114.1271,936.8235,11.1018,219.0,219.0,0.0,0.0,0.1394,0.2099,0.0749,2,2,0
6929.0,210.0,99.0,80.0,80.0,139.0,152.8929,283.0994,240.0083,98.1644,100.3656,80.0,80.0,0.0,179.0,0.0353,0.3973,0.0214,5,1,1
5185.0,157.0,378.0,139.0,139.0,219.0,215.0593,123.5364,100.2247,112.3755,95.39,139.0,139.0,0.0,0.0,0.0813,0.0353,0.0143,3,2,1
1860.0,58.0,139.0,199.0,437.0,239.0,159.5125,728.7059,144.5441,36.8816,215.9595,437.0,145.6667,0.0,0.0,0.2154,0.4189,0.0664,5,6,0
2958.0,90.0,239.0,180.0,180.0,518.0,590.0686,0.0,680.0735,72.9126,108.3444,180.0,180.0,0.0,180.0,1.4802,1.4802,0.0373,4,1,0
1407.0,43.0,159.0,99.0,99.0,80.0,506.2964,195.075,579.6447,69.9232,92.8574,99.0,99.0,0.0,0.0,0.0892,0.2327,0.0082,7,2,0
9458.0,293.0,80.0,179.0,179.0,139.0,580.4655,194.0103,725.0186,148.5034,134.8008,179.0,179.0,0.0,695.0,0.1271,0.2636,0.0124,5,1,1
